SPRAS [C(00002)]`MANDT [C(00006)]`AFBTXT [C(00100)]`AFBKTX [C(00024)]`AFAPL [C(00008)]`AFABER [C(00004)]
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0CH`  32
E`  400`  Investment support deducted from asset`  Inv.subsidy`  0CH`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 1`  0CH`  51
E`  400`  Book or tax depreciation area`  Book deprec.`  0CL`  01
E`  400`  Tax depreciation area`  Tax dep.area`  0CL`  05
E`  400`  Hard currency area`  Hard curr.`  0CL`  50
E`  400`  Book depreciation`  Book deprec.`  0CN`  01
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0CN`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0CN`  30
E`  400`  Consolidated balance sheet in group currency`  Cons.grp.cur`  0CN`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0CN`  32
E`  400`  Book depreciation - Historical values`  Hist. values`  0CO`  01
E`  400`  Inflation valuation`  Inflatn val.`  0CO`  02
E`  400`  Historical plus inflation`  Infl.+Hist.`  0CO`  03
E`  400`  Tax depreciation historical values`  Tax hist.`  0CO`  04
E`  400`  Inflation for tax deprec. historical values`  Infl. hist.`  0CO`  05
E`  400`  Tax dep. hist. w/ revaluation for inflation`  Tax revl LC`  0CO`  06
E`  400`  US GAAP`  US GAAP`  0CO`  07
E`  400`  Book depreciation (in Hard Currency)`  Book (HC)`  0CO`  11
E`  400`  Infl.adj.vals.for hist.vals.   (in hard currency)`  Bk.reval GC`  0CO`  12
E`  400`  Tax dep. historical values    (in hard currency)`  Hist. values`  0CO`  14
E`  400`  Infl.adj.val.for tax dep.values(in hard currency)`  Tax dep.`  0CO`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0CO`  20
E`  400`  Book deprec. (in group currency)`  Book (GC)`  0CO`  21
E`  400`  Infl.adj.vals.for hist.vals. (in group currency)`  Infl.(GC)`  0CO`  22
E`  400`  Tax dep. historical values  (in group currency)`  Tax hist.GC`  0CO`  24
E`  400`  Infl.adj.val.for tax dep.values(in group currency)`  Infl.tax(GC)`  0CO`  25
E`  400`  Book depreciation`  Book deprec.`  0CZ`  01
E`  400`  Tax balance sheet`  Tax bal.sht.`  0CZ`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0CZ`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0CZ`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0CZ`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0CZ`  32
E`  400`  Book depreciation`  Book deprec.`  0DE`  01
E`  400`  Special tax depreciation for APC in fin.statement`  Spec.tax dep`  0DE`  02
E`  400`  Special reserves because of special tax depreciat.`  Spec.res.`  0DE`  03
E`  400`  Tax bal.sht.`  Tax bal.sht.`  0DE`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0DE`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0DE`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0DE`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0DE`  32
E`  400`  Investment support deducted from asset`  Inv.subs. 1`  0DE`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 2`  0DE`  51
E`  400`  Book depreciation`  Book deprec.`  0DK`  01
E`  400`  Tax balance sheet`  Tax bal.sht.`  0DK`  15
E`  400`  Reserves for tax depreciation`  Res. tax dep`  0DK`  16
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0DK`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0DK`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0DK`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0DK`  32
E`  400`  Investment support deducted from asset`  Inv.subs. 1`  0DK`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 2`  0DK`  51
E`  400`  Book depreciation`  Book deprec.`  0ES`  01
E`  400`  Special tax depreciation for APC in fin.statement`  Spec.tax dep`  0ES`  02
E`  400`  Special reserves because of special tax depreciat.`  Spec.res.`  0ES`  03
E`  400`  Tax balance sheet`  Tax bal.sht.`  0ES`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0ES`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0ES`  30
E`  400`  Consolidated balance sheet in group currency`  Cons.grp.cur`  0ES`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0ES`  32
E`  400`  Investment support deducted from asset`  Inv.subsidy`  0ES`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 1`  0ES`  51
E`  400`  Book depreciation`  Book deprec.`  0FI`  01
E`  400`  Special tax depreciation (EVL)`  Spec.tax EVL`  0FI`  02
E`  400`  Book depreciation - annual`  Book deprec.`  0FI`  03
E`  400`  Depreciation difference (EVL and book deprec.)`  Diff. EVL/bk`  0FI`  04
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0FI`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0FI`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0FI`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0FI`  32
E`  400`  Investment support deducted from asset`  Inv.subs. 1`  0FI`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 2`  0FI`  51
E`  400`  Book depreciation`  Book deprec.`  0FR`  01
E`  400`  Tax depreciation on balance sheet values`  Tax dep.`  0FR`  02
E`  400`  Special reserves (difference book/tax deprec.)`  Spec.res.`  0FR`  03
E`  400`  Depreciation on tax limited value (cars)`  Tax.limited`  0FR`  04
E`  400`  Non-deductible depreciation (cars)`  Vehicles`  0FR`  05
E`  400`  Tax balance sheet`  Tax bal.sht.`  0FR`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0FR`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0FR`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0FR`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0FR`  32
E`  400`  Investment support managed on liabilities side`  Inv.subsidy`  0FR`  51
E`  400`  Professional tax`  Prof. tax`  0FR`  60
E`  400`  Book depreciation`  Book deprec.`  0GB`  01
E`  400`  Tax balance sheet`  Tax bal.sht.`  0GB`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0GB`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0GB`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0GB`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0GB`  32
E`  400`  Investment support deducted from asset`  Inv.subsidy`  0GB`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 1`  0GB`  51
E`  400`  Book depreciation`  Book deprec.`  0HK`  01
E`  400`  Tax balance sheet`  Tax bal.sht.`  0HK`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0HK`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0HK`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0HK`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0HK`  32
E`  400`  Investment support deducted from asset`  Inv.subsidy`  0HK`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 1`  0HK`  51
E`  400`  Book depreciation`  Book deprec.`  0HU`  01
E`  400`  Special tax depreciation for APC in fin.statement`  Spec.tax dep`  0HU`  02
E`  400`  Special reserves because of special tax depreciat.`  Spec.res.`  0HU`  03
E`  400`  Tax Balance Sheet`  Tax bal.sht.`  0HU`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0HU`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0HU`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0HU`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0HU`  32
E`  400`  Book Depreciation`  Book deprec.`  0IE`  01
E`  400`  Tax Balance Sheet`  Tax bal.sht.`  0IE`  15
E`  400`  Cost-accounting depreciation`  Costing`  0IE`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0IE`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0IE`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0IE`  32
E`  400`  Investment support deducted from asset`  Inv.subsidy`  0IE`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 1`  0IE`  51
E`  400`  Book depreciation`  Book deprec.`  0IN`  01
E`  400`  Depreciation as per Income Tax  Act 1961`  Tax bal.sht.`  0IN`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0IN`  20
E`  400`  Consolidated balance sheet in local currency`  Group GBP`  0IN`  30
E`  400`  Consolidated balance sheet in group currency`  Group USD`  0IN`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0IN`  32
E`  400`  Investment support deducted from asset`  Inv.subsidy`  0IN`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 1`  0IN`  51
E`  400`  Book dep.+tax dep. w/reval. O.Dep+Sp.Dep.(annual)`  Book deprec.`  0IT`  01
E`  400`  Special tax depreciation    Ord.dep.    (statist.)`  Spec.tax dep`  0IT`  02
E`  400`  Delta 01 - 02          special tax dep. (statist.)`  Delta 01-02`  0IT`  03
E`  400`  Only acquisition and production costs`  Only APC`  0IT`  04
E`  400`  Acquisition and production costs with 1st reval.`  APC+1st rev.`  0IT`  05
E`  400`  Acquisition and production costs with 2nd reval.`  ACP+2nd rev.`  0IT`  06
E`  400`  First revaluation (Delta 05 - 04)`  1st rev.5-4`  0IT`  10
E`  400`  Second revaluation (delta 06-05)`  2nd rev. 6-5`  0IT`  11
E`  400`  Third revaluation (delta 01-06)`  3rd rev. 1-6`  0IT`  12
E`  400`  Cost-accounting dep.       Ord.dep.    (monthly)`  Cost-acc.`  0IT`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0IT`  30
E`  400`  Book depreciation`  Book deprec.`  0JP`  01
E`  400`  Special tax depreciation on bal. sheet APC`  Spec. dep.`  0JP`  02
E`  400`  Special reserves due to special tax depreciation`  Spec.res.`  0JP`  03
E`  400`  Net worth valuation`  Net wrth tax`  0JP`  10
E`  400`  Tax balance sheet`  Tax bal.sht.`  0JP`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0JP`  20
E`  400`  Consolidated balance sheet in local currency`  Group JPY`  0JP`  30
E`  400`  Consolidated balance sheet in group currency`  Group USD`  0JP`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0JP`  32
E`  400`  Investment support deducted from asset`  Inv.subsidy`  0JP`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 1`  0JP`  51
E`  400`  Book depreciation`  Book deprec.`  0KR`  01
E`  400`  Spec. tax dep. per Corporate Tax Law (CTL)`  Spec.tax dep`  0KR`  02
E`  400`  Spec.res. per Tax Reduction Control Law (TRCL)`  Spec.res.`  0KR`  03
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0KR`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0KR`  30
E`  400`  Consolidated balance sheet in reporting currency`  Grp.grp.curr`  0KR`  31
E`  400`  Book depreciation`  Book deprec.`  0LU`  01
E`  400`  Special tax depreciation for APC in fin.statement`  Spec.tax dep`  0LU`  02
E`  400`  Special reserves because of special tax depreciat.`  Spec.res.`  0LU`  03
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0LU`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0LU`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0LU`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0LU`  32
E`  400`  Book depreciation in local currency`  Bk dep. LC`  0MX`  01
E`  400`  Book depreciation B-10 Net adjustment local currcy`  Bk B-10 net`  0MX`  03
E`  400`  Difference betw. book depreciation and B-10`  Diff.Bk/B-10`  0MX`  04
E`  400`  Historical tax depreciation`  Tax bal.sht.`  0MX`  15
E`  400`  Income tax-based area`  Income tax`  0MX`  16
E`  400`  Tax depreciation   (IMPAC, net worth tax)`  IMPAC (NWT)`  0MX`  18
E`  400`  Consolidated balance sheet in local currency`  Group(l.cur)`  0MX`  30
E`  400`  Consolidated balance sheet in group currency`  Group(g.cur)`  0MX`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0MX`  32
E`  400`  Book depreciation in hard currency`  BkDep(h.cur)`  0MX`  33
E`  400`  Book depreciation B-10 in group currency`  B-10 (g.cur)`  0MX`  34
E`  400`  Book depreciation B-10 in hard currency`  B-10 (h.cur)`  0MX`  35
E`  400`  Book Depreciation`  `  0MY`  01
E`  400`  Special tax depreciation for APC in fin.statement`  `  0MY`  02
E`  400`  Tax Reserves`  `  0MY`  03
E`  400`  Cost-accounting depreciation`  `  0MY`  20
E`  400`  Consolidated balance sheet in local currency`  `  0MY`  30
E`  400`  Consolidated balance sheet in reporting currency`  `  0MY`  31
E`  400`  Book depreciation`  Book deprec.`  0NL`  01
E`  400`  Net worth valuation`  Net wrth tax`  0NL`  10
E`  400`  Tax balance sheet`  Tax bal.sht.`  0NL`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0NL`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0NL`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0NL`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0NL`  32
E`  400`  Book depreciation`  Book deprec.`  0NZ`  01
E`  400`  Tax balance sheet`  Tax bal.sht.`  0NZ`  15
E`  400`  Consolidated balance sheet in local currency`  Group NZD`  0NZ`  30
E`  400`  Consolidated balance sheet in group currency`  Group USD`  0NZ`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0NZ`  32
E`  400`  Book depreciation area`  Book deprec.`  0PE`  01
E`  400`  Net inflation adjustment`  Infl.adjust.`  0PE`  02
E`  400`  Adjustment and book depreciation area`  Adj.+ book`  0PE`  03
E`  400`  Tax depreciation area`  Tax dep.area`  0PE`  05
E`  400`  Net adjustment for tax depreciation`  Tax adjust.`  0PE`  06
E`  400`  Tax adjustment and book depreciation area`  Tax adj+book`  0PE`  07
E`  400`  Book depreciation`  Book deprec.`  0PE`  08
E`  400`  Book depreciation net adjustment`  Book adj.`  0PE`  09
E`  400`  Book depreciation and adjustment area`  Book+adjust.`  0PE`  10
E`  400`  Book depreciation in hard currency`  Book HC`  0PE`  50
E`  400`  Book depreciation adjustment in hard currency`  Book adj. HC`  0PE`  51
E`  400`  Tax depreciation in hard currency`  Tax dep. HC`  0PE`  60
E`  400`  Tax depreciation adjusment in hard currency`  Tax adj. HC`  0PE`  61
E`  400`  Book depreciation in hard currency`  Book HC`  0PE`  70
E`  400`  Book depreciation adjustment in hard currency`  Book adj. HC`  0PE`  71
E`  400`  Book depreciation`  Book deprec.`  0PH`  01
E`  400`  Spec. tax dep. per Corporate Tax Law (CTL)`  Spec.tax dep`  0PH`  02
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0PH`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0PH`  30
E`  400`  Consolidated balance sheet in reporting currency`  Grp.grp.curr`  0PH`  31
E`  400`  Book depreciation`  Book deprec.`  0PL`  01
E`  400`  Depreciation on tax limited value (cars)`  Spec.tax dep`  0PL`  02
E`  400`  Non-deductible tax depreciation (cars)`  Vehicles`  0PL`  04
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0PL`  20
E`  400`  Consolidated balance sheet in local currency PLN`  Group PLN`  0PL`  30
E`  400`  Consolidated balance sheet in group currency USD`  Group USD`  0PL`  31
E`  400`  Book depreciation`  Book deprec.`  0PT`  01
E`  400`  Special tax depreciation for APC in fin.statement`  Spec.tax dep`  0PT`  02
E`  400`  Special reserves because of special tax depreciat.`  Spec.res.`  0PT`  03
E`  400`  Tax balance sheet`  Tax bal.sht.`  0PT`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0PT`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0PT`  30
E`  400`  Consolidated balance sheet in group currency`  Cons.grp.cur`  0PT`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0PT`  32
E`  400`  Investment support deducted from asset`  Inv.subsidy`  0PT`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 1`  0PT`  51
E`  400`  Book depreciation including revaluation`  Book deprec.`  0RU`  01
E`  400`  Book Depreciation (w/o Time-Indep. Diff. PBU 18)`  Book deprec.`  0RU`  09
E`  400`  Tax depreciation (Chapter 25 Tax on Earnings)`  Book hist.`  0RU`  10
E`  400`  Time-Independent Differences (PBU 18)`  Book hist.`  0RU`  11
E`  400`  Time-Dependent Differences (PBU 18)`  Book hist.`  0RU`  12
E`  400`  Depreciation for Russian vehicle tax calculation`  Book hist.`  0RU`  17
E`  400`  Property tax on regional level`  Book deprec.`  0RU`  27
E`  400`  Property tax on district level`  Book deprec.`  0RU`  28
E`  400`  Consolidated balance sheet in local currency`  Grp loc.curr`  0RU`  30
E`  400`  Consolidated balance sheet in group currency`  Group (g.cur`  0RU`  31
E`  400`  Book depreciation`  Book deprec.`  0SE`  01
E`  400`  Tax balance sheet`  Tax bal.sht.`  0SE`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0SE`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0SE`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0SE`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0SE`  32
E`  400`  Book depreciation`  Book deprec.`  0SG`  01
E`  400`  Tax balance sheet`  Tax bal.sht.`  0SG`  15
E`  400`  Tax balance sheet`  Tax bal.sht.`  0SG`  18
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0SG`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0SG`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0SG`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0SG`  32
E`  400`  Book depreciation`  Book deprec.`  0SK`  01
E`  400`  Tax balance sheet`  Tax bal.sht.`  0SK`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0SK`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0SK`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0SK`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0SK`  32
E`  400`  Book depreciation`  Book deprec.`  0TH`  01
E`  400`  Special tax depreciation for APC in fin.statement`  Spec.tax dep`  0TH`  02
E`  400`  Special reserves because of special tax depreciat.`  Spec.res.`  0TH`  03
E`  400`  Tax bal.sht.`  Tax bal.sht.`  0TH`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0TH`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0TH`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0TH`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0TH`  32
E`  400`  Book depreciation`  Book deprec.`  0TR`  01
E`  400`  Revaluation fund for equity`  Reval.fund 1`  0TR`  11
E`  400`  Current revaluation funds`  Reval.fund 2`  0TR`  12
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0TR`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0TR`  31
E`  400`  Book Depreciation`  Book deprec.`  0TW`  01
E`  400`  Special tax depreciation on bal. sheet APC`  Spec. dep.`  0TW`  02
E`  400`  Special reserves due to special tax depreciation`  Spec.res.`  0TW`  03
E`  400`  Net worth valuation`  Net wrth tax`  0TW`  10
E`  400`  Tax balance sheet`  Tax bal.sht.`  0TW`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0TW`  20
E`  400`  Consolidated balance sheet in local currency`  Group JPY`  0TW`  30
E`  400`  Consolidated balance sheet in group currency`  Group USD`  0TW`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0TW`  32
E`  400`  Book depreciation`  Book deprec.`  0UA`  01
E`  400`  Special tax depreciation for APC in fin.statement`  Spec.tax dep`  0UA`  02
E`  400`  Special reserves because of special tax depreciat.`  Spec.res.`  0UA`  03
E`  400`  Tax balance sheet`  Tax bal.sht.`  0UA`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0UA`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0UA`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0UA`  31
E`  400`  Book depreciation in local currency`  Book deprec.`  0US`  01
E`  400`  Federal Tax ACRS/MACRS`  ACRS/MACRS`  0US`  10
E`  400`  Alternative Minimum Tax`  ALT MIN`  0US`  11
E`  400`  Adjusted Current Earnings`  ACE`  0US`  12
E`  400`  Corporate Earnings & Profits`  E&P`  0US`  13
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0US`  30
E`  400`  Consolidated balance sheet in group currency`  Group Curr`  0US`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0US`  32
E`  400`  State modified ACRS`  SMACRS`  0US`  40
E`  400`  Insurance values`  Insurance`  0US`  80
E`  400`  Book depreciation in local currency`  Bk dep. LC`  0VE`  01
E`  400`  Inflation adjustment`  Inflat.adj.`  0VE`  03
E`  400`  Total - historic book deprec./inflation adjustmt`  Bk+infl.adj.`  0VE`  04
E`  400`  Historical tax depreciation`  Tax bal.sht.`  0VE`  15
E`  400`  Consolidated balance sheet in local currency`  Group(l.cur)`  0VE`  30
E`  400`  Consolidated balance sheet in group currency`  Group(g.cur)`  0VE`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0VE`  32
E`  400`  Book depreciation in hard currency`  BkDep(h.cur)`  0VE`  33
E`  400`  Inflation adjustment in group currency`  Infl.(g.cur)`  0VE`  34
E`  400`  Inflation adjustment in hard currency`  Infl.(h.cur)`  0VE`  35
E`  400`  Book depreciation`  Book deprec.`  0ZA`  01
E`  400`  Tax balance sheet`  Tax bal.sht.`  0ZA`  15
E`  400`  Cost-accounting depreciation`  Cost-acc.`  0ZA`  20
E`  400`  Consolidated balance sheet in local currency`  Grp.loc.curr`  0ZA`  30
E`  400`  Consolidated balance sheet in group currency`  Grp.grp.curr`  0ZA`  31
E`  400`  Book depreciation in group currency`  BkDep(g.cur)`  0ZA`  32
E`  400`  Investment support deducted from asset`  Inv.subsidy`  0ZA`  41
E`  400`  Investment support posted to liabilities`  Inv.subs. 1`  0ZA`  51
E`  400`  Book Depreciation`  Book Deprctn`  1010`  01
