KTOPL [C(00008)]`BEZEI [C(00050)]`KOKRS [C(00008)]`LMONA [C(00004)]`MANDT [C(00006)]`WAERS [C(00010)]
CAHU`  Kostenrechnungskreis HU01`  HU01`  K4`  400`  HUF
IBM`  IBM公司`  IBM`  K4`  400`  CNY
CAIN`  Company code  IN01`  IN01`  V3`  400`  INR
BJDM`  华凯集团`  J001`  K4`  400`  CNY
CAJP`  Kostenrechnungskreis JP01`  JP01`  V3`  400`  JPY
CATW`  Best Practice K001`  K001`  K4`  400`  TWD
ZK01`  小家电制造有限公司经营范围`  K100`  K4`  400`  CNY
CAKR`  Kostenrechnungskreis KR01`  KR01`  K4`  400`  KRW
INT`  Controlling Area KW01`  KW01`  K4`  400`  KWD
CAKZ`  Kostenrechnungskreis KZ01`  KZ01`  K4`  400`  KZT
L000`  L000`  L000`  K4`  400`  CNY
L01`  L01公司控制范围`  L01`  K4`  400`  USD
LIU1`  管理領域 - Liu1`  LIU1`  V3`  400`  JPY
INT`  Kostenrechnungskreis 0001`  LL01`  K4`  400`  EUR
ZK01`  璐璐集团-控制范围`  LL02`  K4`  400`  CNY
M008`  controlling moo8`  M008`  K4`  400`  USD
M110`  M110 控制范围`  M110`  K4`  400`  CNY
BKMG`  Controlling Area MCA`  MCA`  K4`  400`  EUR
MT01`  MGT1 Template`  MGT1`  K4`  400`  USD
CANO`  Kostenrechnungskreis NO01`  NO01`  K4`  400`  NOK
CAPE`  Kostenrechnungskreis PE01`  PE01`  K4`  400`  PEN
CAPL`  Kostenrechnungskreis PL01`  PL01`  K4`  400`  PLN
PPLY`  落叶集团控制范围`  PPLY`  K4`  400`  CNY
CAPT`  Kostenrechnungskreis PT01`  PT01`  K4`  400`  EUR
R008`  东京食品有限公司管理领域`  R008`  V3`  400`  USD
YAJP`  ロンロングループ`  R100`  V3`  400`  JPY
RAIN`  小雨公司`  RAIN`  K4`  400`  CNY
INT`  Sondereigentum (WEG)`  RECO`  K4`  400`  EUR
INT`  RE Objektmandate`  REOB`  K4`  400`  EUR
WEG`  WEG Kostenrechnungskreis`  RERF`  K4`  400`  EUR
CARU`  Kostenrechnungskreis RU01`  RU01`  K4`  400`  RUB
S100`  S000 controlling area`  S000`  K4`  400`  USD
CASE`  Kostenrechnungskreis SE01`  SE01`  K4`  400`  SEK
INT`  Kostenrechnungskreis 0001`  SG01`  K4`  400`  SGD
SH01`  SONATRACH`  SH01`  K4`  400`  USD
YACN`  中国石油天然气集团有限公司`  SINP`  K4`  400`  CNY
CASK`  Kostenrechnungskreis SK01`  SK01`  K4`  400`  EUR
BKMG`  BKMG`  SLE0`  K4`  400`  EUR
T100`  保时泰有限公司`  T100`  K4`  400`  USD
TEST`  TEST 控制范围`  TEST`  K4`  400`  CNY
TMCN`  天明汽车集团`  TM99`  K4`  400`  USD
CATR`  Kostenrechnungskreis TR01`  TR01`  K4`  400`  TRY
CATW`  Kostenrechnungskreis TW01`  TW01`  K4`  400`  TWD
CAUA`  Kostenrechnungskreis UA01`  UA01`  K4`  400`  UAH
CANA`  Kostenrechnungskreis US01`  US01`  K4`  400`  USD
Y999`  一宁机械`  X999`  YN`  400`  RMB
XC00`  星辰集团成本控制范围`  XC00`  K4`  400`  USD
XXGS`  小熊的公司的成本控制范围`  XXGS`  K4`  400`  CNY
YY00`  YY00经营范围勿动`  YY00`  K4`  400`  CNY
TMCN`  Z公司控制范围`  Z010`  K4`  400`  USD
Z011`  Z011管理領域`  Z011`  K4`  400`  JPY
ZCB1`  ZCBZ成本控制范围`  ZCBZ`  K4`  400`  USD
ZCX1`  ZCX股份公司成本控制范围`  ZCX1`  K4`  400`  USD
ZERO`  ZERO管理領域`  ZERO`  ZR`  400`  JPY
CA04`  zit1公司控制范围`  ZIT1`  K4`  400`  RMB
INT`  管理領域ZM01`  ZM01`  V3`  400`  JPY
ZP00`  ZPXX成本控制范围`  ZP00`  K4`  400`  CNY
ZSAP`  ZSAP管理領域`  ZSAP`  K4`  400`  JPY
ZYF1`  奥利给控制范围`  ZYF1`  K4`  400`  USD
ZZMC`  ZZMC管理領域`  ZZMC`  K4`  400`  JPY
YCOA`  SIN ETU`  ZZSY`  V3`  400`  JPY
